cemetery,firstworldwarcasualties,secondworldwarcasualties,totalcasualties,cemeterycountry,locality
LLANFOR (ST. MOR) CHURCHYARD,1,,1,United Kingdom,Merionethshire
LLANFRECHFA (ALL SAINTS) CHURCHYARD,5,3,8,United Kingdom,Monmouthshire
LLANFROTHEN (RAMOTH) BAPTIST CEMETERY,1,,1,United Kingdom,Merionethshire
LLANFWROG (SS. MWROG AND MARY) CHURCHYARD,5,3,8,United Kingdom,Denbighshire
LLANFYLLIN CEMETERY,4,2,6,United Kingdom,Montgomeryshire
LLANFYNYDD (ST. MICHAEL) CHURCHYARD,3,,3,United Kingdom,Flintshire
LLANGADFAN CONGREGATIONAL CEMETERY,1,,1,United Kingdom,Montgomeryshire
LLANGADOG CHURCH CEMETERY,2,2,4,United Kingdom,Carmarthenshire
LLANGAMMARCH WELLS (ST. CAMMARCH) CHURCHYARD,2,,2,United Kingdom,Brecknockshire
LLANGANTEN (ST. CANNEN) CHURCHYARD,1,,1,United Kingdom,Brecknockshire
LLANGAR (ST. JOHN) CHURCHYARD,2,,2,United Kingdom,Merionethshire
LLANGARREN (ST. DEINST) CHURCHYARD,1,,1,United Kingdom,Herefordshire
LLANGATTOCK (ST. CATTWG) CHURCHYARD,2,3,5,United Kingdom,Brecknockshire
LLANGATTOCK-NIGH-USK (ST. CADOC) CHURCHYARD,1,,1,United Kingdom,Monmouthshire
LLANGEDWYN (ST. CEDWYN) CHURCHYARD,1,1,2,United Kingdom,Denbighshire
LLANGEFNI CEMETERY,6,4,10,United Kingdom,Anglesey
LLANGEINWEN (ST. CEINWEN) CHURCHYARD,1,,1,United Kingdom,Anglesey
LLANGEITHO (ST. CEITHO) CHURCHYARD,2,,2,United Kingdom,Cardiganshire
LLANGEITHO CALVINISTIC METHODIST CHAPELYARD,1,,1,United Kingdom,Cardiganshire
LLANGELER (ST. CELER) CHURCHYARD,1,,1,United Kingdom,Carmarthenshire
LLANGENNECH (BETHESDA) WELSH CONGREGATIONAL CHAPELYARD,1,1,2,United Kingdom,Carmarthenshire
LLANGENNECH (ST. CENNYCH) CHURCHYARD,1,,1,United Kingdom,Carmarthenshire
LLANGERNYW PUBLIC CEMETERY,3,1,4,United Kingdom,Denbighshire
LLANGIAN (ST. CYNYW) CHURCHYARD,2,1,3,United Kingdom,Caernarvonshire
LLANGOLLEN (FRON) CEMETERY,6,2,8,United Kingdom,Denbighshire
LLANGOLLEN (ST. JOHN) CHURCHYARD,6,,6,United Kingdom,Denbighshire
LLANGRANNOG (CAPEL-Y-WIG) CONGREGATIONAL CHAPELYARD,2,,2,United Kingdom,Cardiganshire
LLANGRANNOG (ST. CARANOG) CHURCHYARD,1,,1,United Kingdom,Cardiganshire
LLANGRANNOG (ST. DAVID) CHURCHYARD,1,,1,United Kingdom,Cardiganshire
LLANGRISTIOLUS (ST. CHRISTIOLUS) CHURCHYARD,2,4,6,United Kingdom,Anglesey
LLANGUNNOR (ST. CYNWR) CHURCHYARD,1,4,5,United Kingdom,Carmarthenshire
LLANGURIG NONCONFORMIST CEMETERY,1,,1,United Kingdom,Montgomeryshire
LLANGWM CHURCH CEMETERY,1,,1,United Kingdom,Pembrokeshire
LLANGWM UCHAF BAPTIST CHAPELYARD,1,,1,United Kingdom,Monmouthshire
LLANGWSTENIN (ST. CYSTENIN) CHURCHYARD,2,1,3,United Kingdom,Caernarvonshire
LLANGWYFAN (ST. CWYFAN) CHURCHYARD,1,,1,United Kingdom,Denbighshire
LLANGYBI (CAPEL HELYG) INDEPENDENT CHAPELYARD,3,1,4,United Kingdom,Caernarvonshire
LLANGYBI (ST. CYBI) CHURCHYARD,1,,1,United Kingdom,Caernarvonshire
LLANGYFELACH (BETHEL) CHAPELYARD,1,1,2,United Kingdom,Glamorganshire
LLANGYNHAFAL (ST. CYNHAFAL) CHURCHYARD,1,1,2,United Kingdom,Denbighshire
LLANGYNIDR (ST. MARY) CHURCHYARD,1,1,2,United Kingdom,Brecknockshire
LLANGYNWYD (ST. CYNWYD) CHURCHYARD EXTENSION,2,6,8,United Kingdom,Glamorganshire
LLANHARAN (SS. JULIUS AND AARON) CHURCHYARD,1,,1,United Kingdom,Glamorganshire
LLANHILLETH (ST. ILLTYD) CHURCHYARD,1,,1,United Kingdom,Monmouthshire
LLANIDAN (ST. NIDAN) CHURCHYARD,1,3,4,United Kingdom,Anglesey
LLANIDLOES (DOLHAFREN) CEMETERY,7,5,12,United Kingdom,Montgomeryshire
LLANISHEN (ST. ISAN) CHURCHYARD,1,,1,United Kingdom,Glamorganshire
LLANLLAWDDOG (ST. LLAWDDOG) CHURCHYARD,1,,1,United Kingdom,Carmarthenshire
LLANLLECHID (ST. CROSS) CHURCHYARD,1,1,2,United Kingdom,Caernarvonshire
LLANLLECHID (ST. LLECHID) CHURCHYARD,1,,1,United Kingdom,Caernarvonshire
LLANLLEONFEL CHURCHYARD,1,,1,United Kingdom,Brecknockshire
LLANLLWCH (ST. LUKE) CHURCHYARD,2,1,3,United Kingdom,Carmarthenshire
LLANLLWCHAIARN (ST. LLWCHAIARN) CHURCHYARD,2,1,3,United Kingdom,Montgomeryshire
LLANLLWNI (CAPEL NONI) CONGREGATIONAL CHAPELYARD,1,,1,United Kingdom,Carmarthenshire
LLANLLWNI (ST. LUKE) CHURCHYARD,1,,1,United Kingdom,Carmarthenshire
LLANLLYFNI (GORPHWYSFA) CEMETERY,1,1,2,United Kingdom,Caernarvonshire
"LLANLLYFNI (MACHPELAH, PENYGROES) CEMETERY",2,6,8,United Kingdom,Caernarvonshire
LLANLLYFNI (SALEM) CHAPELYARD,2,,2,United Kingdom,Caernarvonshire
LLANLLYFNI (ST. RHEDYW) CEMETERY,2,1,3,United Kingdom,Caernarvonshire
LLANMEREWIG (ST. LLWCHAIARN) CHURCHYARD,3,,3,United Kingdom,Montgomeryshire
LLANNON (ST. NON) CHURCHYARD,2,2,4,United Kingdom,Carmarthenshire
LLANOVER (ST. BARTHOLOMEW) CHURCHYARD,1,2,3,United Kingdom,Monmouthshire
LLANPUMSAINT (CAER-SALEM) BAPTIST CHAPELYARD,2,,2,United Kingdom,Carmarthenshire
LLANRHAIADR-YN-MOCHNANT (ST. DOGFAN) CHURCHYARD,3,,3,United Kingdom,Denbighshire
LLANRHOS (SS. ELERI AND MARY) CHURCHYARD,19,6,25,United Kingdom,Caernarvonshire
LLANRHYDD (ST. MEUGAN) CHURCHYARD,1,3,4,United Kingdom,Denbighshire
LLANRHYSTUD (ST. RHUYSTYD) CHURCHYARD,1,,1,United Kingdom,Cardiganshire
LLANRUG (ST. MICHAEL) CHURCHYARD,10,3,13,United Kingdom,Caernarvonshire
LLANRUG CALVINISTIC METHODIST CHAPELYARD,2,,2,United Kingdom,Caernarvonshire
LLANRWST (SEION) CALVINISTIC METHODIST CHAPELYARD,5,1,6,United Kingdom,Denbighshire
LLANRWST (ST. MARY) CHURCHYARD,2,,2,United Kingdom,Denbighshire
LLANSADWRN (ST. SADWRN) CHURCHYARD,1,1,2,United Kingdom,Carmarthenshire
LLANSAMLET (BETHEL) WELSH CONGREGATIONAL CHAPELYARD,1,,1,United Kingdom,Glamorganshire
LLANSAMLET (CARMEL) CALVINISTIC METHODIST CHAPELYARD,1,1,2,United Kingdom,Glamorganshire
LLANSAMLET (ST. SAMLET) CHURCHYARD,3,9,12,United Kingdom,Glamorganshire
LLANSAMLET (TABOR) CALVINISTIC METHODIST BURIAL GROUND,1,,1,United Kingdom,Glamorganshire
LLANSANFFRAID-YM-MECHAIN (ST. FFRAID) CHURCHYARD,1,1,2,United Kingdom,Montgomeryshire
LLANSANNAN (BRYNORSEDD) CALVINISTIC METHODIST CHAPELYARD,1,,1,United Kingdom,Denbighshire
LLANSANTFFRAED-CWMDEUDDWR (ST. BRIDE) CHURCHYARD,4,,4,United Kingdom,Radnorshire
LLANSANTFFRAED-IN-ELWELL (ST. BRIDGET'S) CHURCHYARD,3,,3,United Kingdom,Radnorshire
LLANSANTFFRAID GLAN CONWAY (ST. FFRAID) CHURCHYARD,1,,1,United Kingdom,Denbighshire
LLANSANTFFRAID GLYN DYFRDWY (ST. BRIDE) CHURCHYARD,1,,1,United Kingdom,Merionethshire
LLANSAWEL (SHILOH) CONGREGATIONAL CHAPELYARD,1,,1,United Kingdom,Carmarthenshire
LLANSILIN (ST. SILIN) CHURCHYARD,2,,2,United Kingdom,Denbighshire
LLANSOY (ST. SISOY) CHURCHYARD,1,,1,United Kingdom,Monmouthshire
LLANSPYDDID (ST. CATTWG) CHURCHYARD,1,1,2,United Kingdom,Brecknockshire
LLANSTEFFAN (ST. YSTYFFAN) CHURCHYARD,1,1,2,United Kingdom,Carmarthenshire
LLANTARNAM (ST. MICHAEL) CHURCHYARD,1,,1,United Kingdom,Monmouthshire
LLANTILIO PERTHOLEY (ST. TEILO) CHURCHYARD,3,1,5,United Kingdom,Monmouthshire
LLANTRISANT (CEFN-Y-PARC) CEMETERY,1,3,4,United Kingdom,Glamorganshire
LLANTRISANT (SS. ILLTYD GWYNNO AND TYFODWG) CHURCHYARD,3,1,4,United Kingdom,Glamorganshire
LLANTRISANT (TRANE) CEMETERY,5,13,18,United Kingdom,Glamorganshire
LLANTWIT MAJOR (ST. ILLTUD) CHURCHYARD,2,1,3,United Kingdom,Glamorganshire
LLANTWIT MAJOR (TABERNACLE) CALVINISTIC METHODIST CHAPELYARD,4,1,5,United Kingdom,Glamorganshire
LLANTWITFARDRE (SALEM) WELSH BAPTIST CHAPELYARD,1,,1,United Kingdom,Glamorganshire
LLANTWITFARDRE (ST. ILLTYD) CHURCHYARD,1,2,3,United Kingdom,Glamorganshire
LLANTYSILIO (ST. TYSSILIO) CHURCHYARD,2,,2,United Kingdom,Denbighshire
LLANUWCHLLYN CEMETERY,2,,2,United Kingdom,Merionethshire
LLANVAIR WATERDINE (ST. MARY) CHURCHYARD,1,,1,United Kingdom,Shropshire
LLANVAPLEY (ST. MAPLEY) CHURCHYARD,1,,1,United Kingdom,Monmouthshire
LLANVIHANGEL GOBION (ST. MICHAEL) CHURCHYARD,1,,1,United Kingdom,Monmouthshire
LLANWDDYN (ST. WDDYN) CHURCHYARD,1,,1,United Kingdom,Montgomeryshire
LLANWENARTH CITRA (ST. PETER) CHURCHYARD,1,,1,United Kingdom,Monmouthshire
LLANWENLLWYFO (ST. GWENLLWYFO) CHURCHYARD,1,,1,United Kingdom,Anglesey
LLANWNDA (ST. GWYNDAF) CHURCHYARD,3,1,4,United Kingdom,Caernarvonshire
LLANWNDA CEMETERY,3,5,8,United Kingdom,Pembrokeshire
LLANWNOG (SHILOH) METHODIST CHAPELYARD,1,,1,United Kingdom,Montgomeryshire
LLANWNOG (ST. GWYNOG) CHURCHYARD,1,3,4,United Kingdom,Montgomeryshire
LLANWONNO (ST. GWYNNO) CHURCHYARD,3,2,5,United Kingdom,Glamorganshire
LLANYBLODWEL (ST. MICHAEL) CHURCHYARD,3,,3,United Kingdom,Shropshire
LLANYCEFN CHURCHYARD,1,1,2,United Kingdom,Pembrokeshire
LLANYCHAIARN (ST. LLWCHAIARN) CHURCHYARD,2,,2,United Kingdom,Cardiganshire
LLANYCIL (ST. BEUNO) CHURCHYARD,3,2,5,United Kingdom,Merionethshire
LLANYMYNECH (ST. AGATHA) CHURCHYARD,4,,4,United Kingdom,Shropshire
LLANYNGHENEDL (ST. ENGHENED) CHURCHYARD,2,,2,United Kingdom,Anglesey
LLANYRE (ST. LLYR) CHURCHYARD,1,,1,United Kingdom,Radnorshire
LLANYSTUMDWY (ST. JOHN THE BAPTIST) CHURCHYARD,2,,2,United Kingdom,Caernarvonshire
LLAWHADEN (ST. AIDAN) CHURCHYARD,1,,1,United Kingdom,Pembrokeshire
LLAWR-Y-BETTWS (ST. JAMES) CHURCHYARD,1,,1,United Kingdom,Merionethshire
LLECHWEDD TABERNACLE CEMETERY,2,,2,United Kingdom,Caernarvonshire
LLECHYLCHED (HOLY TRINITY) CHURCHYARD,1,1,2,United Kingdom,Anglesey
LLOYDMINSTER CEMETERY,2,5,7,Canada,Saskatchewan
LLWYNGWRIL (ST. CELYNIN) CHURCHYARD,8,,8,United Kingdom,Merionethshire
LLYSFAEN (ST. CYNFRAN) CHURCHYARD,5,2,7,United Kingdom,Denbighshire
"LLYWEL (SS. DAVID, TEILO AND LLYWEL) CHURCHYARD",1,1,2,United Kingdom,Brecknockshire
LOANHEAD CEMETERY,9,3,12,United Kingdom,Midlothian
LOCHALSH CHURCHYARD,1,4,5,United Kingdom,Ross and Cromarty
LOCHBROOM PARISH CHURCHYARD,2,5,7,United Kingdom,Ross and Cromarty
LOCHCARRON BURIAL GROUND,2,1,3,United Kingdom,Ross and Cromarty
LOCHCARRON OLD BURIAL GROUND,2,1,3,United Kingdom,Ross and Cromarty
LOCHEND CHURCHYARD,1,,1,United Kingdom,Inverness-shire
LOCHGELLY CEMETERY,10,7,17,United Kingdom,Fifeshire
LOCHGOILHEAD PARISH CHURCHYARD,4,,4,United Kingdom,Argyllshire
LOCHINVER CEMETERY,2,1,3,United Kingdom,Sutherland
LOCHMABEN CEMETERY,9,3,13,United Kingdom,Dumfriesshire
"LOCHRANZA PARISH CHURCHYARD, ISLE OF ARRAN",2,1,3,United Kingdom,Buteshire
LOCHRUTTON PARISH CHURCHYARD,1,,1,United Kingdom,Kirkcudbrightshire
LOCHWINNOCH CEMETERY,5,5,10,United Kingdom,Renfrewshire
LOCKEPORT CEMETERY,1,1,2,Canada,Nova Scotia
LOCKERBIE (DRYFESDALE) CEMETERY,10,9,19,United Kingdom,Dumfriesshire
LOCKERLEY (ST. JOHN) CHURCHYARD,1,3,4,United Kingdom,Hampshire
LOCKHART CEMETERY (ANGLICAN SECTION),1,,1,Australia,New South Wales
LOCKINGTON (ST. MARY) CHURCHYARD,3,,3,United Kingdom,Yorkshire
LOCKINGTON (ST. NICHOLAS) CHURCHYARD,3,,3,United Kingdom,Leicestershire
LOCKPORT (GLENWOOD) CEMETERY,1,,1,United States of America,New York
LOCKPORT COLD SPRINGS CEMETERY,1,,1,United States of America,New York
LOCQUIGNOL COMMUNAL CEMETERY,4,,4,France,Nord
LOCRE HOSPICE CEMETERY,246,14,260,Belgium,West-Vlaanderen
LOCRE NO.10 CEMETERY,133,,133,Belgium,West-Vlaanderen
LODBJERG CHURCHYARD,1,,1,Denmark,
LODDISWELL (ST. MICHAEL) CHURCHYARD,3,1,4,United Kingdom,Devon
LODDON (HOLY TRINITY) CHURCHYARD,2,3,5,United Kingdom,Norfolk
LODSWORTH (ST. PETER) CHURCHYARD,2,4,6,United Kingdom,Sussex
LOFTHOUSE CHURCH BURIAL GROUND,1,1,2,United Kingdom,Yorkshire
LOFTUS CEMETERY,6,6,12,United Kingdom,Yorkshire
LOGAN FIRST EVANGELICAL LUTHERAN CHURCH CEMETERY,1,,1,Canada,Ontario
LOGGIEVILLE (PINE GROVE) CEMETERY,1,,1,Canada,New Brunswick
LOGIE CEMETERY,10,6,16,United Kingdom,Stirlingshire
"LOGIE OLD CHURCHYARD, LOGIE-COLDSTONE",1,,1,United Kingdom,Aberdeenshire
"LOGIE OLD CHURCHYARD, STIRLING",1,1,2,United Kingdom,Stirlingshire
LOGIE-COLDSTONE PARISH CHURCHYARD,1,,1,United Kingdom,Aberdeenshire
LOGIE-EASTER PARISH CHURCHYARD,1,2,3,United Kingdom,Ross and Cromarty
LOKER CHURCHYARD,215,,215,Belgium,West-Vlaanderen
LOKO MILITARY GRAVE,1,,1,Nigeria,
LOKOJA MEMORIAL,344,,344,Nigeria,
LOKOJA TOWN CEMETERY,4,,4,Nigeria,
LON-LAS (EBENEZER) CALVINISTIC METHODIST CHAPELYARD,1,1,2,United Kingdom,Glamorganshire
LONDON (B'NAI ISRAEL) JEWISH CEMETERY,1,1,2,Canada,Ontario
LONDON (MOUNT PLEASANT) CEMETERY,96,44,140,Canada,Ontario
LONDON (ST. PETER'S) ROMAN CATHOLIC CEMETERY,18,6,24,Canada,Ontario
LONDON (WOODLAND) CEMETERY,24,32,56,Canada,Ontario
"LONDON CEMETERY AND EXTENSION, LONGUEVAL",3874,165,4039,France,Somme
"LONDON CEMETERY, NEUVILLE-VITASSE",747,,747,France,Pas de Calais
LONDON COLNEY (ST. PETER) CHURCHYARD,1,6,7,United Kingdom,Hertfordshire
LONDON RIFLE BRIGADE CEMETERY,353,,353,Belgium,Hainaut
LONDONDERRY (OR DERRY) CITY CEMETERY,95,100,202,United Kingdom,County Londonderry
LONDONDERRY (ST. PAUL'S ANGLICAN) CEMETERY,1,,1,Canada,Nova Scotia
LONDONTHORPE (ST. JOHN THE BAPTIST) CHURCHYARD,32,,32,United Kingdom,Lincolnshire
"LONE PINE CEMETERY, ANZAC",1167,,1167,Turkey (including Gallipoli),
LONE PINE MEMORIAL,4932,,4932,Turkey (including Gallipoli),
LONE TREE CEMETERY,88,,88,Belgium,West-Vlaanderen
LONG ASHTON (ALL SAINTS) CHURCHYARD,1,2,3,United Kingdom,Somerset
LONG BEACH (SUNNYSIDE) CEMETERY,1,,1,United States of America,California
LONG BENNINGTON (ST. SWITHUN) CHURCHYARD,1,6,7,United Kingdom,Lincolnshire
LONG CLAWSON CEMETERY,1,,1,United Kingdom,Leicestershire
LONG COMPTON (SS. PETER AND PAUL) CHURCHYARD,2,,2,United Kingdom,Warwickshire
LONG CRENDON (ST. MARY) CHURCHYARD,4,1,5,United Kingdom,Buckinghamshire
LONG CRENDON BAPTIST CHAPEL BURIAL GROUND,1,,1,United Kingdom,Buckinghamshire
LONG DITTON (ST. MARY) CHURCHYARD,10,8,18,United Kingdom,Surrey
LONG EATON CEMETERY,20,21,41,United Kingdom,Derbyshire
LONG ITCHINGTON (BASCOTE HEATH) CEMETERY,1,,1,United Kingdom,Warwickshire
LONG ITCHINGTON CHURCH CEMETERY,2,1,3,United Kingdom,Warwickshire
LONG MARSTON (ALL SAINTS) CHURCHYARD,1,,1,United Kingdom,Hertfordshire
LONG MELFORD (HOLY TRINITY) CHURCHYARD,8,1,9,United Kingdom,Suffolk
LONG PRESTON (ST. MARY) CHURCHYARD,1,,1,United Kingdom,Yorkshire
LONG REACH (ST. JAMES) ANGLICAN CHURCH CEMETERY,1,,1,Canada,New Brunswick
LONG SAULT (ST. LAWRENCE VALLEY UNION) CEMETERY,1,,1,Canada,Ontario
LONG SUTTON (HOLY TRINITY) CHURCHYARD,1,,1,United Kingdom,Somerset
LONG SUTTON (ST. MARY) CHURCHYARD,1,,1,United Kingdom,Lincolnshire
LONG SUTTON FRIENDS' BURIAL GROUND,1,,1,United Kingdom,Somerset
LONG WITTENHAM (ST. MARY) CHURCHYARD,1,,1,United Kingdom,Berkshire
LONGBENTON (BENTON) CEMETERY,19,22,42,United Kingdom,Northumberland
LONGBRIDGE DEVERILL (SS. PETER AND PAUL) CHURCHYARD,3,2,5,United Kingdom,Wiltshire
LONGBURTON (ST. JAMES THE GREAT) CHURCHYARD,1,,1,United Kingdom,Dorset
LONGDENDALE (MOTTRAM-IN-LONGDENDALE) CEMETERY,9,2,11,United Kingdom,Cheshire
LONGFIELD (ST. MARY MAGDALENE) CHURCHYARD,1,,1,United Kingdom,Kent
LONGFLEET (ST. MARY) CHURCHYARD,24,3,27,United Kingdom,Dorset
LONGFORD (BALLYMACORMICK) CEMETERY,10,1,11,"Ireland, Republic of",County Longford
"LONGFORD (SALEM) BAPTIST CHAPELYARD, COVENTRY",1,1,2,United Kingdom,Warwickshire
LONGFORGAN PARISH CHURCHYARD,2,,2,United Kingdom,Perthshire
LONGFORMACUS NEW BURIAL GROUND,1,,1,United Kingdom,Berwickshire
LONGFORMACUS PARISH CHURCHYARD,1,,1,United Kingdom,Berwickshire
LONGHAM (ST. PETER) CHURCHYARD,1,,1,United Kingdom,Norfolk
LONGHIRST (ST. JOHN) CHURCHYARD,1,,1,United Kingdom,Northumberland
LONGHOPE (ALL SAINTS) CHURCHYARD,1,,1,United Kingdom,Gloucestershire
LONGHORSLEY (ST. HELEN) CHURCHYARD,2,2,4,United Kingdom,Northumberland
LONGHOUGHTON (ST. PETER) CHURCHYARD,2,2,8,United Kingdom,Northumberland
LONGNEY (ST. LAURENCE) CHURCHYARD,1,,1,United Kingdom,Gloucestershire
LONGPRE-LES-AMIENS COMMUNAL CEMETERY,3,,3,France,Somme
LONGPRE-LES-CORPS SAINTS BRITISH CEMETERY,79,,79,France,Somme
LONGREACH CEMETERY,2,1,3,Australia,Queensland
LONGRIDGE (ST. LAWRENCE) CHURCHYARD,6,3,9,United Kingdom,Lancashire
LONGRIDGE (ST. WILFRID) ROMAN CATHOLIC CHURCHYARD,3,2,5,United Kingdom,Lancashire
LONGSDON (ST. CHAD) CHURCHYARD,1,1,2,United Kingdom,Staffordshire
LONGSIDE CEMETERY,2,22,24,United Kingdom,Aberdeenshire
LONGSIDE PARISH CHURCHYARD,8,1,9,United Kingdom,Aberdeenshire
LONGSTONE (ST. GILES) CHURCHYARD,1,,1,United Kingdom,Derbyshire
LONGTHORPE (ST. BOTOLPH) CHURCHYARD,1,2,3,United Kingdom,Northamptonshire
LONGTON (ST. ANDREW) CHURCHYARD,7,3,10,United Kingdom,Lancashire
LONGTON (ST. OSWALD) ROMAN CATHOLIC CHURCHYARD,2,1,3,United Kingdom,Lancashire
LONGUEAU BRITISH CEMETERY,204,2,206,France,Somme
LONGUEAU COMMUNAL CEMETERY,4,,4,France,Somme
LONGUENESSE (ST. OMER) SOUVENIR CEMETERY,3068,446,3548,France,Pas de Calais
LONGUEVAL COMMUNAL CEMETERY,19,,19,France,Aisne
LONGUEVAL ROAD CEMETERY,223,,223,France,Somme
LONGWOOD (ST. MARK) CHURCHYARD EXTENSION,2,,2,United Kingdom,Yorkshire
"LONGWOOD CEMETERY, ONTARIO",1,,1,Canada,Ontario
"LONGWOOD CEMETERY, VICTORIA",1,,1,Australia,Victoria
LONGWOOD METHODIST BURIAL GROUND,2,3,5,United Kingdom,Yorkshire
LONGWORTH (ST. MARY) CHURCHYARD,3,1,4,United Kingdom,Berkshire
LONGWY-HAUT COMMUNAL CEMETERY,2,,2,France,Meurthe-et-Moselle
LONMAY PARISH CHURCHYARD,2,,2,United Kingdom,Aberdeenshire
"LONSDALE CEMETERY, AUTHUILLE",1542,,1542,France,Somme
LOOE CEMETERY,5,8,13,United Kingdom,Cornwall
"LOOPSPRUIT FARM CEMETERY, SYBRANDSKRAAL",1,,1,South Africa,Mpumalanga
LOOS BRITISH CEMETERY,2873,2,2875,France,Pas de Calais
LOOS MEMORIAL,20616,,20616,France,Pas de Calais
LOOSE (ALL SAINTS) CHURCHYARD EXTENSION,2,2,4,United Kingdom,Kent
LOPEN (ALL SAINTS) CHURCHYARD,1,,1,United Kingdom,Somerset
LOPPINGTON (ST. MICHAEL) CHURCHYARD,2,,2,United Kingdom,Shropshire
LORRHA OLD CEMETERY,1,,1,"Ireland, Republic of",County Tipperary
LORTON (ST. CUTHBERT) CHURCHYARD,1,,1,United Kingdom,Cumberland
LOS ANGELES (CHAPEL OF THE PINES) CEMETERY,1,,1,United States of America,California
"LOSGAINTIR BURIAL GROUND, ISLE OF HARRIS",4,1,5,United Kingdom,Inverness-shire
LOSSIEMOUTH BURIAL GROUND,11,110,128,United Kingdom,Moray
LOSTOCK GRALAM (ST. JOHN) CHURCHYARD,4,,4,United Kingdom,Cheshire
LOSTWITHIEL (ST. BARTHOLOMEW) CHURCH CEMETERY,4,2,6,United Kingdom,Cornwall
LOT 65 ROMAN CATHOLIC CEMETERY,1,,1,Canada,Prince Edward Island
LOTH OLD CHURCHYARD,3,,3,United Kingdom,Sutherland
"LOUEZ MILITARY CEMETERY, DUISANS",206,,206,France,Pas de Calais
LOUGHBOROUGH (LEICESTER ROAD) CEMETERY,30,50,81,United Kingdom,Leicestershire
LOUGHCREW CHURCH OF IRELAND CHURCHYARD,1,,1,"Ireland, Republic of",County Meath
LOUGHGALL OLD CHURCHYARD,2,,2,United Kingdom,County Armagh
LOUGHOR (ST. MICHAEL) CHURCHYARD,2,1,3,United Kingdom,Glamorganshire
LOUGHREA (GARRYBREDA) CEMETERY,3,,3,"Ireland, Republic of",County Galway
LOUGHREA (ST. BRENDAN) CHURCH OF IRELAND CHURCHYARD,1,,1,"Ireland, Republic of",County Galway
LOUGHTON CEMETERY,9,22,31,United Kingdom,Essex
LOUISVILLE CAVE HILL CEMETERY,1,,1,United States of America,Kentucky
LOUND (ST. JOHN THE BAPTIST) CHURCHYARD,2,1,3,United Kingdom,Suffolk
LOUP CITY (EVERGREEN) CEMETERY,1,,1,United States of America,Nebraska
LOURCHES COMMUNAL CEMETERY,1,,1,France,Nord
LOUTH CEMETERY,15,20,35,United Kingdom,Lincolnshire
LOUTH OLD GRAVEYARD,1,,1,"Ireland, Republic of",County Louth
LOUTH TOWNSHIP (MAPLE LAWN) CEMETERY,1,,1,Canada,Ontario
LOUTH TOWNSHIP (ROCKAWAY) CEMETERY,1,,1,Canada,Ontario
LOUVENCOURT MILITARY CEMETERY,227,3,230,France,Somme
"LOUVERVAL MILITARY CEMETERY, DOIGNIES",124,,124,France,Nord
LOUVRES COMMUNAL CEMETERY,1,,1,France,Val d'Oise
LOVE CLOUGH (PROVIDENCE) UNITED METHODIST CHAPELYARD,2,,2,United Kingdom,Lancashire
LOVETT CEMETERY,1,,1,Canada,Alberta
LOW MOOR (HOLY TRINITY) CHURCHYARD,5,4,9,United Kingdom,Yorkshire
LOW MOOR (ST. MARK) CHURCHYARD,7,,7,United Kingdom,Yorkshire
LOW WESTWOOD (SACRED HEART) ROMAN CATHOLIC CHURCHYARD,1,1,2,United Kingdom,Durham
"LOW WRAY (ST. MARGARET) CHURCHYARD, CLAIFE",2,,2,United Kingdom,Lancashire
LOWBANKS CEMETERY,1,,1,Canada,Ontario
LOWDHAM (ST. MARY) CHURCHYARD EXTENSION,1,,1,United Kingdom,Nottinghamshire
LOWELL (EDSON) CEMETERY,2,,2,United States of America,Massachusetts
LOWELL (EVERGREEN) CEMETERY,1,,1,United States of America,Arizona
LOWELL (WEST LAWN) CEMETERY,1,,1,United States of America,Massachusetts
LOWER BEEDING (HOLY TRINITY) CHURCHYARD,2,,2,United Kingdom,Sussex
LOWER BRYNAMMAN (SILOAM) BAPTIST CHAPELYARD,1,1,3,United Kingdom,Glamorganshire
LOWER CAM (ST. BARTHOLOMEW) CHURCHYARD,3,2,5,United Kingdom,Gloucestershire
LOWER CLARK'S HARBOUR (EVERGREEN) CEMETERY,2,,2,Canada,Nova Scotia
LOWER CUMBER CHURCH OF IRELAND CHURCHYARD,1,,1,United Kingdom,County Londonderry
LOWER DARWEN (ST. JAMES) CHURCHYARD,13,8,21,United Kingdom,Lancashire
LOWER FAHAN (CHRIST CHURCH) CHURCHYARD,16,,16,"Ireland, Republic of",County Donegal
LOWER GORNAL (ST. JAMES) CHURCHYARD,1,3,4,United Kingdom,Staffordshire
LOWER GRAVENHURST (ST. MARY) CHURCHYARD,1,1,2,United Kingdom,Bedfordshire
LOWER HORTON CEMETERY,2,,2,Canada,Nova Scotia
LOWER HUTT (TAITA) CEMETERY,4,20,24,New Zealand,Lower Hutt City
LOWER MILLSTREAM (LESTER) CEMETERY,2,,2,Canada,New Brunswick
LOWER MITTON (ST. MICHAEL) CHURCHYARD,10,8,18,United Kingdom,Worcestershire
LOWER MONTAGUE CEMETERY,2,,2,Canada,Prince Edward Island
LOWER MOUNT HICKS CEMETERY,1,,1,Australia,Tasmania
LOWER MOUTERE CEMETERY,1,,1,New Zealand,Tasman District
LOWER MUNCEY (ST. PAUL'S) CEMETERY,1,,1,Canada,Ontario
LOWER WITHINGTON WESLEYAN METHODIST CHAPELYARD,2,,2,United Kingdom,Cheshire
LOWER WOOD HARBOUR (GREENWOOD) CEMETERY,2,1,3,Canada,Nova Scotia
